hgnc_symbol	ensembl_gene_id	gene_biotype
ZBTB45P1	ENSG00000225108	processed_pseudogene
	ENSG00000306051	lncRNA
	ENSG00000235721	processed_pseudogene
	ENSG00000306073	lncRNA
	ENSG00000229730	processed_pseudogene
MIR4267	ENSG00000265682	miRNA
MIR4436B1	ENSG00000264979	miRNA
ACTR1AP1	ENSG00000233370	processed_pseudogene
MIR4436B2	ENSG00000263881	miRNA
	ENSG00000226991	processed_pseudogene
C3orf49	ENSG00000163632	protein_coding
	ENSG00000230650	processed_pseudogene
ZBTB45P2	ENSG00000226065	processed_pseudogene
MIR4440	ENSG00000266109	miRNA
MIR4441	ENSG00000264810	miRNA
	ENSG00000286307	lncRNA
	ENSG00000306084	lncRNA
HDAC4-AS2	ENSG00000287405	lncRNA
CT45A10	ENSG00000269586	protein_coding
LTB	ENSG00000236925	protein_coding
LINC01366	ENSG00000235172	lncRNA
MIR4269	ENSG00000265215	miRNA
MIR2467	ENSG00000264292	miRNA
	ENSG00000286188	lncRNA
GPSM3	ENSG00000234508	protein_coding
	ENSG00000238176	lncRNA
OR5H15	ENSG00000233412	protein_coding
MX2	ENSG00000183486	protein_coding
LINC01435	ENSG00000229981	lncRNA
FAM88B	ENSG00000170161	lncRNA
RCBTB2	ENSG00000136161	protein_coding
WHR1	ENSG00000226257	protein_coding
SRGAP3	ENSG00000196220	protein_coding
MMGT1	ENSG00000169446	protein_coding
MYO3B	ENSG00000071909	protein_coding
	ENSG00000300272	lncRNA
DSTNP2	ENSG00000248593	transcribed_unprocessed_pseudogene
STX18-AS1	ENSG00000247708	lncRNA
	ENSG00000290019	lncRNA
COMMD7	ENSG00000149600	protein_coding
	ENSG00000272235	lncRNA
	ENSG00000250274	lncRNA
OR6U2P	ENSG00000272937	transcribed_unprocessed_pseudogene
	ENSG00000284694	lncRNA
OR6C71P	ENSG00000203408	transcribed_unprocessed_pseudogene
	ENSG00000224387	lncRNA
	ENSG00000300298	lncRNA
LINC02781	ENSG00000284674	lncRNA
OR6C66P	ENSG00000233606	transcribed_unprocessed_pseudogene
	ENSG00000286220	transcribed_unprocessed_pseudogene
MTCYBP45	ENSG00000224338	processed_pseudogene
RN7SKP151	ENSG00000222162	misc_RNA
FAM8A5P	ENSG00000238101	processed_pseudogene
	ENSG00000254583	processed_pseudogene
	ENSG00000290863	lncRNA
	ENSG00000300303	lncRNA
HLA-DPA2	ENSG00000236898	unprocessed_pseudogene
	ENSG00000287727	lncRNA
C4B-AS1	ENSG00000227884	lncRNA
	ENSG00000255401	unprocessed_pseudogene
TRIM26	ENSG00000234046	protein_coding
MFFP1	ENSG00000215720	processed_pseudogene
	ENSG00000255583	transcribed_unprocessed_pseudogene
	ENSG00000224118	unprocessed_pseudogene
	ENSG00000300307	lncRNA
PTH	ENSG00000152266	protein_coding
ATF6B	ENSG00000234539	protein_coding
MAGEA6	ENSG00000197172	protein_coding
	ENSG00000300322	lncRNA
DEFB109F	ENSG00000244050	transcribed_unprocessed_pseudogene
FAM86FP	ENSG00000164845	transcribed_unprocessed_pseudogene
MMEL1	ENSG00000142606	protein_coding
	ENSG00000300323	lncRNA
	ENSG00000300327	lncRNA
	ENSG00000300347	lncRNA
LINC01944	ENSG00000254299	lncRNA
	ENSG00000257896	transcribed_unprocessed_pseudogene
	ENSG00000297031	lncRNA
LINC02984	ENSG00000237807	lncRNA
	ENSG00000297046	lncRNA
	ENSG00000300355	lncRNA
OR7E47P	ENSG00000257542	transcribed_unprocessed_pseudogene
MAPK12	ENSG00000188130	protein_coding
KRT89P	ENSG00000274928	transcribed_unprocessed_pseudogene
HMGN2P36	ENSG00000228901	processed_pseudogene
SLC7A10-AS1	ENSG00000267714	lncRNA
	ENSG00000300361	lncRNA
FAR1-IT1	ENSG00000254791	lncRNA
	ENSG00000300362	lncRNA
RPL39P26	ENSG00000240454	processed_pseudogene
	ENSG00000256594	transcribed_unprocessed_pseudogene
	ENSG00000300367	lncRNA
	ENSG00000200685	misc_RNA
	ENSG00000300368	lncRNA
CENPUP1	ENSG00000255075	processed_pseudogene
DGKK	ENSG00000274588	protein_coding
	ENSG00000297209	lncRNA
	ENSG00000255088	processed_pseudogene
RNA5SP331	ENSG00000201856	rRNA_pseudogene
	ENSG00000278879	TEC
EP400P1	ENSG00000185684	transcribed_unprocessed_pseudogene
RN7SL239P	ENSG00000242999	misc_RNA
	ENSG00000286943	lncRNA
	ENSG00000300383	lncRNA
	ENSG00000286299	lncRNA
RNU6-216P	ENSG00000200152	snRNA
OR2AT2P	ENSG00000234611	transcribed_unitary_pseudogene
HEY2	ENSG00000135547	protein_coding
NPM1P50	ENSG00000213333	transcribed_processed_pseudogene
	ENSG00000289299	lncRNA
HSPD1P13	ENSG00000255403	processed_pseudogene
	ENSG00000250654	transcribed_unprocessed_pseudogene
RNU4-55P	ENSG00000222663	snRNA
RNU6-277P	ENSG00000252081	snRNA
TAS2R64P	ENSG00000256274	transcribed_unprocessed_pseudogene
	ENSG00000300387	lncRNA
	ENSG00000285813	lncRNA
	ENSG00000306927	lncRNA
	ENSG00000306122	lncRNA
	ENSG00000250770	transcribed_unprocessed_pseudogene
AASDHPPT-AS1	ENSG00000254433	lncRNA
	ENSG00000306951	lncRNA
A2MP1	ENSG00000256069	transcribed_unprocessed_pseudogene
NAPA-AS1	ENSG00000268061	lncRNA
	ENSG00000259986	lncRNA
FAM170B-AS1	ENSG00000234736	lncRNA
	ENSG00000287846	processed_pseudogene
	ENSG00000300404	lncRNA
MSANTD2	ENSG00000120458	protein_coding
RMEL3	ENSG00000250961	lncRNA
NCOA7-AS1	ENSG00000232131	lncRNA
ATP5PBP6	ENSG00000219806	processed_pseudogene
	ENSG00000297248	lncRNA
	ENSG00000297250	lncRNA
	ENSG00000307021	lncRNA
	ENSG00000205695	processed_pseudogene
CNTNAP3P1	ENSG00000273509	transcribed_unprocessed_pseudogene
	ENSG00000271218	lncRNA
	ENSG00000307080	lncRNA
RERG-IT1	ENSG00000256650	lncRNA
ERHP2	ENSG00000218143	processed_pseudogene
	ENSG00000307109	lncRNA
RERG-AS1	ENSG00000255660	lncRNA
	ENSG00000287745	lncRNA
	ENSG00000307111	lncRNA
METTL8P1	ENSG00000256283	processed_pseudogene
SEPTIN14P6	ENSG00000217929	transcribed_processed_pseudogene
	ENSG00000243916	processed_pseudogene
PRELID1P1	ENSG00000217325	transcribed_processed_pseudogene
	ENSG00000271327	lncRNA
	ENSG00000293084	lncRNA
	ENSG00000289843	lncRNA
ZPR1P1	ENSG00000219565	transcribed_processed_pseudogene
CENPCP1	ENSG00000226982	processed_pseudogene
	ENSG00000220660	transcribed_processed_pseudogene
POC1B-GALNT4	ENSG00000259075	protein_coding
MAP1LC3A	ENSG00000101460	protein_coding
	ENSG00000306144	lncRNA
RPS18P9	ENSG00000220848	transcribed_processed_pseudogene
AIRE	ENSG00000160224	protein_coding
	ENSG00000306176	lncRNA
	ENSG00000293098	lncRNA
	ENSG00000279342	lncRNA
DMP1-AS1	ENSG00000249001	lncRNA
	ENSG00000306200	lncRNA
RPS3AP23	ENSG00000218351	transcribed_processed_pseudogene
	ENSG00000287896	lncRNA
LINC02256	ENSG00000261064	lncRNA
	ENSG00000306217	lncRNA
	ENSG00000254509	processed_pseudogene
	ENSG00000306250	lncRNA
COL11A2P1	ENSG00000232802	unprocessed_pseudogene
	ENSG00000254941	processed_pseudogene
	ENSG00000297278	lncRNA
HLA-A	ENSG00000235657	protein_coding
	ENSG00000306279	lncRNA
	ENSG00000297279	lncRNA
	ENSG00000293099	lncRNA
	ENSG00000300418	lncRNA
GALNT4	ENSG00000257594	protein_coding
	ENSG00000217488	transcribed_processed_pseudogene
	ENSG00000293100	lncRNA
	ENSG00000291083	lncRNA
	ENSG00000279939	TEC
VDAC1P8	ENSG00000229036	transcribed_processed_pseudogene
RNA5SP365	ENSG00000252207	rRNA_pseudogene
MRPL2P1	ENSG00000257480	processed_pseudogene
	ENSG00000293105	lncRNA
ROBO3	ENSG00000154134	protein_coding
	ENSG00000306301	lncRNA
RNU6-148P	ENSG00000252823	snRNA
	ENSG00000300419	lncRNA
	ENSG00000276136	lncRNA
	ENSG00000300426	lncRNA
	ENSG00000257094	processed_pseudogene
	ENSG00000306325	lncRNA
	ENSG00000257852	processed_pseudogene
	ENSG00000286271	lncRNA
	ENSG00000271357	processed_pseudogene
IDH2-DT	ENSG00000259685	lncRNA
	ENSG00000277342	lncRNA
FAM238C	ENSG00000290706	lncRNA
	ENSG00000258134	processed_pseudogene
	ENSG00000274964	lncRNA
	ENSG00000276115	lncRNA
	ENSG00000274682	lncRNA
TMSB15A	ENSG00000158164	protein_coding
	ENSG00000226472	transcribed_unprocessed_pseudogene
	ENSG00000212533	snoRNA
	ENSG00000270926	unprocessed_pseudogene
MOG	ENSG00000236561	protein_coding
	ENSG00000286215	transcribed_processed_pseudogene
	ENSG00000177359	transcribed_unprocessed_pseudogene
	ENSG00000243828	transcribed_processed_pseudogene
TAFA1	ENSG00000183662	protein_coding
	ENSG00000307175	lncRNA
GAPDHP72	ENSG00000216624	transcribed_processed_pseudogene
	ENSG00000293174	lncRNA
	ENSG00000307201	lncRNA
	ENSG00000300462	lncRNA
	ENSG00000220600	transcribed_processed_pseudogene
	ENSG00000300486	lncRNA
RASGRF2-AS1	ENSG00000251450	lncRNA
	ENSG00000291098	lncRNA
RPL7AP37	ENSG00000213109	transcribed_processed_pseudogene
TAP2	ENSG00000228582	protein_coding
	ENSG00000307851	lncRNA
KATNBL1P6	ENSG00000228283	transcribed_processed_pseudogene
	ENSG00000291251	lncRNA
	ENSG00000293211	lncRNA
	ENSG00000291252	lncRNA
SELENOK	ENSG00000113811	protein_coding
	ENSG00000229559	transcribed_processed_pseudogene
	ENSG00000270766	processed_pseudogene
	ENSG00000307857	lncRNA
	ENSG00000289162	lncRNA
RPL13AP22	ENSG00000243517	processed_pseudogene
	ENSG00000293212	lncRNA
MREGP1	ENSG00000270395	processed_pseudogene
	ENSG00000275097	lncRNA
PPP1R2P1	ENSG00000234515	transcribed_processed_pseudogene
	ENSG00000256176	processed_pseudogene
SELENOKP3	ENSG00000225549	transcribed_processed_pseudogene
	ENSG00000216621	transcribed_processed_pseudogene
KIF4A	ENSG00000090889	protein_coding
DHFRP2	ENSG00000228432	transcribed_processed_pseudogene
	ENSG00000241251	processed_pseudogene
DPRXP2	ENSG00000271304	transcribed_processed_pseudogene
	ENSG00000257813	processed_pseudogene
OFCC1	ENSG00000181355	transcribed_unitary_pseudogene
	ENSG00000271508	processed_pseudogene
	ENSG00000300526	lncRNA
EEF1A1P17	ENSG00000257907	processed_pseudogene
CCDC26	ENSG00000229140	lncRNA
	ENSG00000300546	lncRNA
	ENSG00000291253	lncRNA
	ENSG00000290959	lncRNA
	ENSG00000300556	lncRNA
	ENSG00000291190	lncRNA
	ENSG00000306360	lncRNA
	ENSG00000300575	lncRNA
CCDC174	ENSG00000154781	protein_coding
	ENSG00000306380	lncRNA
	ENSG00000300576	lncRNA
	ENSG00000291254	lncRNA
LINC00858	ENSG00000229404	lncRNA
	ENSG00000307864	lncRNA
	ENSG00000307230	lncRNA
	ENSG00000250994	lncRNA
	ENSG00000225931	TEC
	ENSG00000307269	lncRNA
TMPRSS2	ENSG00000184012	protein_coding
TPD52L2	ENSG00000101150	protein_coding
	ENSG00000229393	lncRNA
	ENSG00000287162	lncRNA
	ENSG00000287586	lncRNA
	ENSG00000212432	snoRNA
	ENSG00000214776	transcribed_unprocessed_pseudogene
	ENSG00000300625	lncRNA
	ENSG00000227169	lncRNA
	ENSG00000307355	lncRNA
	ENSG00000283356	unprocessed_pseudogene
	ENSG00000259591	lncRNA
	ENSG00000225387	lncRNA
	ENSG00000300645	lncRNA
	ENSG00000300647	lncRNA
	ENSG00000307376	lncRNA
	ENSG00000300650	lncRNA
	ENSG00000297319	lncRNA
	ENSG00000259620	lncRNA
	ENSG00000297401	lncRNA
	ENSG00000269296	lncRNA
GCAWKR	ENSG00000272808	lncRNA
	ENSG00000293385	lncRNA
	ENSG00000300659	lncRNA
	ENSG00000297441	lncRNA
LINC02999	ENSG00000250564	lncRNA
	ENSG00000297485	lncRNA
	ENSG00000297499	lncRNA
	ENSG00000307868	lncRNA
	ENSG00000270947	lncRNA
	ENSG00000256975	processed_pseudogene
	ENSG00000306410	lncRNA
LINC02200	ENSG00000250358	lncRNA
	ENSG00000231138	lncRNA
	ENSG00000291289	lncRNA
LINC01233	ENSG00000269364	lncRNA
	ENSG00000283913	lncRNA
	ENSG00000307869	lncRNA
VPS13D	ENSG00000048707	protein_coding
	ENSG00000290469	lncRNA
	ENSG00000307875	lncRNA
AGA-DT	ENSG00000250131	lncRNA
KLRB1	ENSG00000111796	protein_coding
	ENSG00000300672	lncRNA
LINC01843	ENSG00000251169	lncRNA
	ENSG00000300694	lncRNA
CHST13	ENSG00000180767	protein_coding
	ENSG00000291295	lncRNA
	ENSG00000259700	lncRNA
	ENSG00000307886	lncRNA
	ENSG00000300714	lncRNA
	ENSG00000307887	lncRNA
LINC00662	ENSG00000261824	lncRNA
PRPH	ENSG00000135406	protein_coding
	ENSG00000307894	lncRNA
	ENSG00000307902	lncRNA
	ENSG00000300735	lncRNA
	ENSG00000307903	lncRNA
PRDX5P1	ENSG00000242364	processed_pseudogene
	ENSG00000287280	lncRNA
	ENSG00000300736	lncRNA
	ENSG00000307909	lncRNA
	ENSG00000307910	lncRNA
	ENSG00000278554	misc_RNA
LINC02047	ENSG00000239454	lncRNA
LINC02261	ENSG00000249699	lncRNA
HSP90AB5P	ENSG00000223738	processed_pseudogene
AKR1B1P2	ENSG00000213452	processed_pseudogene
	ENSG00000307918	lncRNA
LINC02197	ENSG00000250387	lncRNA
	ENSG00000307921	lncRNA
NIPA2P2	ENSG00000241022	processed_pseudogene
LINC02250	ENSG00000235731	lncRNA
RN7SL294P	ENSG00000242638	misc_RNA
MIR4444-2	ENSG00000266780	miRNA
	ENSG00000287398	lncRNA
	ENSG00000307922	lncRNA
HNRNPA3P6	ENSG00000213300	processed_pseudogene
	ENSG00000251325	lncRNA
MYLKP1	ENSG00000228868	unprocessed_pseudogene
LINC02517	ENSG00000249145	lncRNA
ATP5MC2P5	ENSG00000249253	processed_pseudogene
	ENSG00000306423	lncRNA
	ENSG00000306430	lncRNA
	ENSG00000306435	lncRNA
LEKR1	ENSG00000197980	protein_coding
	ENSG00000306483	lncRNA
LINC02248	ENSG00000235160	lncRNA
	ENSG00000306492	lncRNA
	ENSG00000226152	unprocessed_pseudogene
RXRB	ENSG00000227322	protein_coding
ARHGAP22-IT1	ENSG00000248682	lncRNA
	ENSG00000306499	lncRNA
	ENSG00000306511	lncRNA
RNU6-1088P	ENSG00000252659	snRNA
	ENSG00000289897	lncRNA
PLA2G1B	ENSG00000170890	protein_coding
	ENSG00000307541	lncRNA
PMCHL2	ENSG00000290836	lncRNA
	ENSG00000307558	lncRNA
	ENSG00000287439	lncRNA
	ENSG00000286409	lncRNA
	ENSG00000307938	lncRNA
	ENSG00000307939	lncRNA
	ENSG00000307940	lncRNA
DNAH12	ENSG00000174844	protein_coding
	ENSG00000307954	lncRNA
IFITM4P	ENSG00000228102	processed_pseudogene
TRIM10	ENSG00000227472	protein_coding
	ENSG00000307976	lncRNA
NRAV	ENSG00000248008	lncRNA
	ENSG00000306542	lncRNA
	ENSG00000307993	lncRNA
	ENSG00000300763	lncRNA
	ENSG00000228748	lncRNA
	ENSG00000307997	lncRNA
LINC01863	ENSG00000253959	lncRNA
	ENSG00000279193	TEC
	ENSG00000307638	lncRNA
	ENSG00000276122	lncRNA
	ENSG00000280405	TEC
	ENSG00000307658	lncRNA
	ENSG00000308003	lncRNA
	ENSG00000306563	lncRNA
CEP152-AS1	ENSG00000259670	lncRNA
FZD10	ENSG00000111432	protein_coding
	ENSG00000306580	lncRNA
	ENSG00000307689	lncRNA
	ENSG00000249981	lncRNA
MALRD1-AS1	ENSG00000233968	lncRNA
	ENSG00000308009	lncRNA
	ENSG00000307716	lncRNA
	ENSG00000242963	processed_pseudogene
	ENSG00000307834	lncRNA
	ENSG00000300798	lncRNA
TEX56P	ENSG00000185689	transcribed_unitary_pseudogene
LINC01418	ENSG00000259692	lncRNA
	ENSG00000308025	lncRNA
	ENSG00000300835	lncRNA
LINC02466	ENSG00000246876	lncRNA
AEBP2	ENSG00000139154	protein_coding
	ENSG00000251187	lncRNA
ADGRF2P	ENSG00000164393	transcribed_unitary_pseudogene
	ENSG00000254568	lncRNA
	ENSG00000293467	lncRNA
	ENSG00000254468	lncRNA
	ENSG00000252652	misc_RNA
	ENSG00000255340	lncRNA
LY6G6E	ENSG00000255552	transcribed_unitary_pseudogene
	ENSG00000254577	lncRNA
CMAHP	ENSG00000168405	transcribed_unitary_pseudogene
RN7SKP287	ENSG00000252355	misc_RNA
	ENSG00000300852	lncRNA
PPIAP41	ENSG00000254463	processed_pseudogene
	ENSG00000271797	lncRNA
CTBP2P6	ENSG00000213697	processed_pseudogene
MIR670	ENSG00000211568	miRNA
ERBIN-DT	ENSG00000269961	lncRNA
OR52P1	ENSG00000181109	protein_coding
DDX39B-AS1	ENSG00000236019	lncRNA
PIGCP1	ENSG00000213713	processed_pseudogene
LINC00294	ENSG00000280798	lncRNA
	ENSG00000300923	lncRNA
OR2H2	ENSG00000229680	protein_coding
	ENSG00000206808	misc_RNA
	ENSG00000300927	lncRNA
RPL29P23	ENSG00000241950	processed_pseudogene
	ENSG00000200485	misc_RNA
	ENSG00000254537	processed_pseudogene
LINC02239	ENSG00000248908	lncRNA
	ENSG00000255207	processed_pseudogene
VNN3P	ENSG00000093134	transcribed_unitary_pseudogene
HLA-T	ENSG00000229293	unprocessed_pseudogene
	ENSG00000184566	lncRNA
	ENSG00000300956	lncRNA
PSORS1C3	ENSG00000231450	lncRNA
	ENSG00000201867	misc_RNA
OR8G2P	ENSG00000181214	protein_coding
LINC00844	ENSG00000237949	lncRNA
C6orf15	ENSG00000225543	protein_coding
	ENSG00000300986	lncRNA
RNU6-256P	ENSG00000252556	snRNA
	ENSG00000286497	lncRNA
	ENSG00000301000	lncRNA
MIR125B1	ENSG00000207971	miRNA
BLID	ENSG00000259571	protein_coding
POLR1HASP	ENSG00000204623	transcribed_unitary_pseudogene
LTA	ENSG00000223919	protein_coding
GGNBP1	ENSG00000204188	transcribed_unitary_pseudogene
MIRLET7A2	ENSG00000198975	miRNA
MIR100	ENSG00000207994	miRNA
RNU4ATAC10P	ENSG00000252776	snRNA
RNU4ATAC5P	ENSG00000253035	snRNA
NEU1	ENSG00000227315	protein_coding
GSTA5	ENSG00000182793	protein_coding
	ENSG00000271730	lncRNA
	ENSG00000301026	lncRNA
RNU6-653P	ENSG00000199944	snRNA
	ENSG00000301045	lncRNA
NRXN2	ENSG00000110076	protein_coding
TIGD1	ENSG00000221944	protein_coding
CCDC162P	ENSG00000203799	transcribed_unitary_pseudogene
	ENSG00000251775	snoRNA
LINC01933	ENSG00000254226	lncRNA
UBBP3	ENSG00000223962	processed_pseudogene
	ENSG00000306612	lncRNA
RPS20P13	ENSG00000228848	processed_pseudogene
LINC02465	ENSG00000249618	lncRNA
	ENSG00000259543	lncRNA
	ENSG00000306616	lncRNA
USP8P2	ENSG00000226340	processed_pseudogene
	ENSG00000286167	lncRNA
	ENSG00000307945	lncRNA
TXNP5	ENSG00000228236	processed_pseudogene
	ENSG00000307969	lncRNA
	ENSG00000307988	lncRNA
MST1	ENSG00000173531	protein_coding
	ENSG00000290912	lncRNA
LY6G5C	ENSG00000226404	protein_coding
CCDC150	ENSG00000144395	protein_coding
	ENSG00000306631	lncRNA
	ENSG00000306646	lncRNA
	ENSG00000306656	lncRNA
	ENSG00000306663	lncRNA
	ENSG00000266977	lncRNA
	ENSG00000301068	lncRNA
	ENSG00000306666	lncRNA
	ENSG00000297614	lncRNA
PFKP-DT	ENSG00000273001	lncRNA
	ENSG00000297634	lncRNA
TMEM147-AS1	ENSG00000236144	lncRNA
	ENSG00000290870	lncRNA
	ENSG00000301073	lncRNA
	ENSG00000301078	lncRNA
	ENSG00000248647	lncRNA
FBLN1	ENSG00000077942	protein_coding
SYNE1	ENSG00000131018	protein_coding
	ENSG00000287323	lncRNA
	ENSG00000301093	lncRNA
	ENSG00000285224	lncRNA
ASAH1-AS1	ENSG00000245281	lncRNA
MCCD1	ENSG00000231975	protein_coding
	ENSG00000248588	lncRNA
	ENSG00000305164	lncRNA
	ENSG00000306679	lncRNA
	ENSG00000306702	lncRNA
	ENSG00000263041	lncRNA
	ENSG00000301116	lncRNA
	ENSG00000290546	lncRNA
	ENSG00000301126	lncRNA
DDX39BP2	ENSG00000234242	unprocessed_pseudogene
PPP1R10	ENSG00000227804	protein_coding
HLA-DPB1	ENSG00000226826	protein_coding
	ENSG00000308033	lncRNA
TRIM15	ENSG00000227147	protein_coding
	ENSG00000297740	lncRNA
	ENSG00000308057	lncRNA
RNU1-146P	ENSG00000200885	snRNA
	ENSG00000289115	lncRNA
	ENSG00000301133	lncRNA
PHLDA1	ENSG00000139289	protein_coding
	ENSG00000297778	lncRNA
DHRS12	ENSG00000102796	protein_coding
	ENSG00000301150	lncRNA
	ENSG00000297792	lncRNA
	ENSG00000293024	lncRNA
	ENSG00000286961	lncRNA
	ENSG00000297875	lncRNA
	ENSG00000306713	lncRNA
	ENSG00000289597	lncRNA
	ENSG00000297879	lncRNA
	ENSG00000297997	lncRNA
	ENSG00000258114	lncRNA
	ENSG00000301190	lncRNA
	ENSG00000258051	processed_pseudogene
	ENSG00000291230	lncRNA
PHB1P18	ENSG00000257885	processed_pseudogene
	ENSG00000301207	lncRNA
	ENSG00000257848	processed_pseudogene
	ENSG00000306800	lncRNA
	ENSG00000301208	lncRNA
	ENSG00000238280	lncRNA
	ENSG00000289056	lncRNA
CCDC184	ENSG00000177875	protein_coding
	ENSG00000289916	lncRNA
	ENSG00000258773	lncRNA
	ENSG00000279875	TEC
ITGB1-DT	ENSG00000229656	lncRNA
	ENSG00000275228	lncRNA
	ENSG00000258273	unprocessed_pseudogene
OR5BK1P	ENSG00000257763	unprocessed_pseudogene
OR5BT1P	ENSG00000258024	unprocessed_pseudogene
OR5BJ1P	ENSG00000257792	unprocessed_pseudogene
OR8S21P	ENSG00000273434	unprocessed_pseudogene
OR8T1P	ENSG00000226413	unprocessed_pseudogene
	ENSG00000250406	lncRNA
	ENSG00000290754	lncRNA
OR10AD1	ENSG00000172640	protein_coding
H1-7	ENSG00000187166	protein_coding
RPL21P99	ENSG00000242986	processed_pseudogene
	ENSG00000255885	processed_pseudogene
	ENSG00000308103	lncRNA
	ENSG00000308143	lncRNA
	ENSG00000289464	lncRNA
NANOGP1	ENSG00000176654	transcribed_unprocessed_pseudogene
	ENSG00000308162	lncRNA
	ENSG00000308165	lncRNA
	ENSG00000308186	lncRNA
DXO	ENSG00000225682	protein_coding
	ENSG00000255356	processed_pseudogene
	ENSG00000308193	lncRNA
	ENSG00000301234	lncRNA
	ENSG00000308205	lncRNA
	ENSG00000301246	lncRNA
ZNF793-AS1	ENSG00000266916	lncRNA
	ENSG00000301259	lncRNA
	ENSG00000258433	lncRNA
MAP9-AS1	ENSG00000250910	lncRNA
	ENSG00000301292	lncRNA
TFDP1	ENSG00000198176	protein_coding
	ENSG00000248664	lncRNA
	ENSG00000308197	lncRNA
	ENSG00000308212	lncRNA
LINC03065	ENSG00000276524	lncRNA
	ENSG00000308250	lncRNA
	ENSG00000308335	lncRNA
ANKS1B	ENSG00000185046	protein_coding
RTBDN-AS1	ENSG00000267424	lncRNA
SNORA6	ENSG00000206760	snoRNA
SNORA62	ENSG00000202363	snoRNA
NFU1P1	ENSG00000230757	processed_pseudogene
	ENSG00000308379	lncRNA
HTR3C	ENSG00000178084	protein_coding
	ENSG00000298273	lncRNA
	ENSG00000286457	lncRNA
ZDHHC20P1	ENSG00000238053	processed_pseudogene
	ENSG00000306833	lncRNA
DACT3-AS1	ENSG00000245598	lncRNA
HLA-DPB2	ENSG00000225429	unprocessed_pseudogene
TNXA	ENSG00000248352	unprocessed_pseudogene
	ENSG00000306852	lncRNA
SNHG21	ENSG00000250988	lncRNA
IATPR	ENSG00000233387	lncRNA
C4A	ENSG00000244207	protein_coding
	ENSG00000289473	lncRNA
	ENSG00000287358	lncRNA
HTR3C2P	ENSG00000233576	unprocessed_pseudogene
	ENSG00000306876	lncRNA
	ENSG00000301316	lncRNA
	ENSG00000298327	lncRNA
	ENSG00000207351	misc_RNA
	ENSG00000298329	lncRNA
	ENSG00000306881	lncRNA
	ENSG00000301331	lncRNA
	ENSG00000298338	lncRNA
	ENSG00000301391	lncRNA
HTR3E	ENSG00000186038	protein_coding
	ENSG00000301415	lncRNA
MSRA-DT	ENSG00000260093	lncRNA
	ENSG00000298344	lncRNA
ZNF225-AS1	ENSG00000186019	lncRNA
	ENSG00000301439	lncRNA
	ENSG00000306888	lncRNA
	ENSG00000252923	scaRNA
C2orf66	ENSG00000187944	protein_coding
	ENSG00000301460	lncRNA
	ENSG00000301497	lncRNA
	ENSG00000280176	TEC
HNRNPA3P15	ENSG00000225636	processed_pseudogene
	ENSG00000298382	lncRNA
RPL4P7	ENSG00000224442	processed_pseudogene
ATOX1-AS1	ENSG00000253921	lncRNA
CFAP144P2	ENSG00000205716	processed_pseudogene
	ENSG00000306889	lncRNA
ADAM7-AS1	ENSG00000253535	lncRNA
SDR42E1P5	ENSG00000236785	processed_pseudogene
	ENSG00000298461	lncRNA
MIR4772	ENSG00000264764	miRNA
	ENSG00000306900	lncRNA
	ENSG00000236525	lncRNA
LINC01791	ENSG00000267777	lncRNA
LINC02899	ENSG00000248874	lncRNA
	ENSG00000306903	lncRNA
	ENSG00000234389	lncRNA
	ENSG00000203565	lncRNA
SLC9A4	ENSG00000180251	protein_coding
MSH5	ENSG00000235222	protein_coding
	ENSG00000286134	lncRNA
	ENSG00000308489	lncRNA
LINC02485	ENSG00000248456	lncRNA
	ENSG00000308513	lncRNA
TSBP1-AS1	ENSG00000224507	lncRNA
VPS39-DT	ENSG00000261002	lncRNA
	ENSG00000235116	processed_pseudogene
	ENSG00000300853	lncRNA
MICG	ENSG00000229499	unprocessed_pseudogene
	ENSG00000306920	lncRNA
RPS17P1	ENSG00000231000	processed_pseudogene
	ENSG00000301558	lncRNA
	ENSG00000306958	lncRNA
SUCLA2P1	ENSG00000237865	processed_pseudogene
	ENSG00000308313	lncRNA
FLOT1	ENSG00000230143	protein_coding
	ENSG00000301764	lncRNA
	ENSG00000301601	lncRNA
	ENSG00000306988	lncRNA
	ENSG00000301625	lncRNA
	ENSG00000308316	lncRNA
	ENSG00000306996	lncRNA
	ENSG00000308606	lncRNA
LINC01088	ENSG00000249307	lncRNA
	ENSG00000301626	lncRNA
	ENSG00000253875	lncRNA
	ENSG00000290921	lncRNA
SDCBP2	ENSG00000125775	protein_coding
	ENSG00000301647	lncRNA
	ENSG00000184906	transcribed_unprocessed_pseudogene
	ENSG00000289225	lncRNA
	ENSG00000301660	lncRNA
	ENSG00000241962	protein_coding
	ENSG00000249258	lncRNA
	ENSG00000291003	lncRNA
	ENSG00000301684	lncRNA
BMS1P14	ENSG00000276500	lncRNA
	ENSG00000298219	lncRNA
PELO-AS1	ENSG00000248898	lncRNA
	ENSG00000276266	lncRNA
	ENSG00000298535	lncRNA
	ENSG00000289145	lncRNA
	ENSG00000286010	lncRNA
	ENSG00000298548	lncRNA
	ENSG00000273155	protein_coding
	ENSG00000293086	lncRNA
UCA1-AS1	ENSG00000267308	lncRNA
IGKV1OR9-2	ENSG00000225380	IG_V_pseudogene
	ENSG00000297188	lncRNA
CASC11	ENSG00000249375	lncRNA
MITD1	ENSG00000158411	protein_coding
	ENSG00000301766	lncRNA
	ENSG00000291169	lncRNA
