Regulator	Score	N_modules	N_targets	Modules	Targets
ZNF583	3.3525047979662217	2.0	119.0	9|38	NR2C2|ZNF286A|ZNF354C|ZNF737|ZNF35|SP4|ZNF682|POU2F1|ZNF253|ZNF649|SMAD4|ZFP37|ZNF292|ZNF131|ZNF512|ZNF519|ZNF782|ZBTB10|ZFP90|SMAD5|ZNF454|ZC3H8|ZNF891|ZNF678|ZNF10|ZNF382|ZFP1|ZNF195|ZNF24|ZNF669|ZNF300|ZNF660|ZNF85|ZNF675|ZNF879|ZNF595|ZNF90|ZBTB8A|ZNF726|ZNF93|ZBTB26|ZSCAN26|PGBD1|ZSCAN9|ZNF852|MYBL1|ZNF286B|ZNF510|ZNF141|ZFP62|ZNF781|VEZF1|ZKSCAN7|ZNF69|ZNF491|ZNF43|ZNF197|TCF4|ZNF501|ZNF184|CREB1|ZSCAN23|ZNF850|ZNF620|ZNF250|ZSCAN16|ZNF84|ZBTB8B|ZNF486|ZNF397|ZNF66|ZNF429|ZNF805|ZNF45|ZNF132|ZNF304|ZNF530|ZNF230|ZNF565|ZNF343|ZNF543|ZNF615|ZSCAN5A|ZNF776|ZNF586|ZNF181|ZNF460|ZNF671|ZNF471|ZSCAN22|ZNF224|ZNF225|ZNF549|ZNF551|ZNF17|ZNF417|ZNF175|ZNF223|ZIK1|ZNF550|ZNF419|ZNF616|ZNF473|ZNF773|ZNF583|ZNF416|ZNF548|ZNF582|ZNF264|ZNF211|ZNF284|ZNF547|ZNF836|ZNF134|ZNF350|ZNF749|ZNF155|ZNF432|ZNF234
ZNF891	3.3423267028889674	3.0	160.0	9|19|89	NR2C2|ZNF286A|ZNF354C|ZNF737|ZNF35|SP4|ZNF682|POU2F1|ZNF253|ZNF649|SMAD4|ZFP37|ZNF292|ZNF131|ZNF512|ZNF519|ZNF782|ZBTB10|ZFP90|SMAD5|ZNF454|ZC3H8|ZNF891|ZNF678|ZNF10|ZNF382|ZFP1|ZNF195|ZNF24|ZNF669|ZNF300|ZNF660|ZNF85|ZNF675|ZNF879|ZNF595|ZNF90|ZBTB8A|ZNF726|ZNF93|ZBTB26|ZSCAN26|PGBD1|ZSCAN9|ZNF852|MYBL1|ZNF286B|ZNF510|ZNF141|ZFP62|ZNF781|VEZF1|ZKSCAN7|ZNF69|ZNF491|ZNF43|ZNF197|TCF4|ZNF501|ZNF184|CREB1|ZSCAN23|ZNF850|ZNF620|ZNF250|ZSCAN16|ZNF84|ZBTB8B|ZNF486|ZNF397|ZNF66|ZNF429|KLHL4|HS3ST3A1|CPNE4|TEAD3|NPNT|RASEF|COL23A1|HABP2|ZBTB42|TGIF2|CMYA5|ZIC5|MSMP|PKIB|GPR37|SRPX|NETO2|WIPF3|SPRY4|EYA4|ADRA1D|LANCL3|NOS2|POU3F2|ETV5|MGARP|ETV4|CREB3L1|GAS1|SOCS2|BCAT1|DPP4|PSORS1C1|STAC|ZNF217|MEIS1|SALL4|GRB10|ARSJ|HS3ST3B1|DUSP4|C1QTNF1|RGS6|SLC16A11|TSTD1|POSTN|TRPM3|TBX2|KCTD14|DBX2|LAMA2|CREB5|ZDHHC23|PNPLA3|ACSS3|CNGA3|ZIC2|SATB2|JPH1|ADAMTS3|FAM78B|TMEM221|PLA2G5|SHROOM3|MT1E|ADAM33|PDGFD|HOPX|ADAMTS18|ALK|KCNF1|ZNF605|GLRA4|ZNF84|TFDP2|SP4|ZNF534|HES7|ZNF10|FERMT1|GTF2IRD2|FGF17|FXYD2|ZBTB5|ZNF589|ZNF721|ZFP2|SMAD9
ZNF821	3.319977311527649	2.0	46.0	21|78	ZFP69B|NKAIN1|RCOR2|DCX|RGR|ZNF74|MYCN|FOXO6|GADD45G|ONECUT2|SOX11|VAX2|ZBTB12|TSHZ1|SOX4|SEMA5B|PATZ1|NEU4|TNFRSF13C|ZNF711|GPC2|CTCF|SOX6|ZNF821|DLL3|SCN3A|MEX3A|KLF12|SOX4|SEMA5B|PATZ1|RCOR2|DCX|ZNF711|GPC2|ZNF74|FOXO6|CCER2|XKR5|ZNF624|ZNF821|ONECUT2|SOX11|VAX2|ZBTB12|MEX3A
STOX2	3.292457741305351	4.0	168.0	5|36|58|77	NCALD|ADD2|OLIG2|TNR|MMD2|FXYD6|DGKB|KCNQ2|OLIG1|MMP16|GRIA2|CACNG7|GNG4|BCAN|FAM131B|PTPRD|THSD7A|BCHE|PIANP|NOL4|LRRTM3|FRMPD1|ASIC4|NRXN2|SLIT1|DSCAM|NRXN1|CSMD1|SEZ6L|KCNA2|TMEM132B|ZNF704|NXPH3|XKR4|PURG|CNTNAP5|CADM2|ELAVL3|CSRNP3|LRRTM2|SOX8|BRSK2|NKAIN4|CDHR1|MPPED2|FLRT1|TMEM145|PRR36|ZDHHC22|NTRK3|NLGN3|LINGO1|CSPG5|MAP2|AEBP1|SOCS3|MYZAP|GDF15|RAB36|AHNAK2|RGS22|TEAD3|C2orf50|PDPN|SRPX2|RARRES2|TXLNB|LCTL|CXCL14|EVC2|IGFBP2|FLNC|SPOCD1|C6orf141|RUNX1|GPX8|MDK|TPPP3|LIF|NFATC4|RBP1|SOD3|TMIE|GCOM1|PTX3|TIMP1|NMNAT3|LRRC2|CPA4|FAM181A|ARSJ|CHI3L1|SH2D4A|LRRC55|NSUN7|FMOD|KCNE4|ABCA5|SPAG17|LRRFIP1|ADAM12|CLCF1|PLAU|DES|EMP3|FOSL1|VASN|CA12|CHRNA9|PDLIM4|F3|ELK3|TNFAIP6|TOM1L1|COL8A1|CLDN1|ABCC3|HES1|CCDC8|HSPB7|PIRT|FER1L5|CFAP45|LOXL1|MAOB|DDIT4L|TMEM158|PLA2G5|FBXO17|LGALS3|MT2A|ITGA3|STAT3|SERPINE1|HPD|SLC47A2|PROC|KCTD19|ELF2|TNK1|PKNOX1|TRIM7|ATP6V1C2|ZNF280B|TOX2|WNT9A|GLB1L2|ADD2|FAM131B|SLIT1|ASCL1|FXYD6|ZNF704|NCAN|TMEM145|ZDHHC22|SLC24A3|NTRK3|COL28A1|MAST1|CACNG7|FAM181B|MAP2|WSCD1|BCAN|TRIL|LHFPL4|LRRTM2
MXD1	3.2722824805366786	2.0	23.0	104|108	PHOSPHO1|CXCR1|IL1R2|IL18RAP|KCNJ15|PF4|IL1RL1|PPBP|NFE2|TUBB1|FCGR3B|APOBEC3A|CXCL8|NFIL3|HMOX1|BHLHE40|MYC|MXD1|HSPA1A|NAMPT|PLIN2|KLF10|MAFF
E2F2	3.2653712830572603	2.0	30.0	43|75	SFRP1|NPTX2|COL25A1|ZNF552|DIO2|ADRA2B|ZNF385D|CHRNA7|FBN2|ABCA6|ABCA8|CNTNAP3|GULP1|UNC5C|GNA14|CHRNA1|NCMAP|IRF6|CNTNAP3B|E2F2|ZNF367|MXD3|MYBL2|ASPM|E2F8|E2F1|TOP2A|DLGAP5|PBK|FOXM1
CEBPD	3.2067696277525406	3.0	116.0	36|61|104	AEBP1|SOCS3|MYZAP|GDF15|RAB36|AHNAK2|RGS22|TEAD3|C2orf50|PDPN|SRPX2|RARRES2|TXLNB|LCTL|CXCL14|EVC2|IGFBP2|FLNC|SPOCD1|C6orf141|RUNX1|GPX8|MDK|TPPP3|LIF|NFATC4|RBP1|SOD3|TMIE|GCOM1|PTX3|TIMP1|NMNAT3|LRRC2|CPA4|FAM181A|ARSJ|CHI3L1|SH2D4A|LRRC55|NSUN7|FMOD|KCNE4|ABCA5|SPAG17|LRRFIP1|ADAM12|CLCF1|PLAU|DES|EMP3|FOSL1|VASN|CA12|CHRNA9|PDLIM4|F3|ELK3|TNFAIP6|TOM1L1|COL8A1|CLDN1|ABCC3|HES1|CCDC8|HSPB7|PIRT|FER1L5|CFAP45|LOXL1|MAOB|DDIT4L|TMEM158|PLA2G5|FBXO17|LGALS3|MT2A|ITGA3|STAT3|SERPINE1|HPD|SLC47A2|FPR2|BDKRB2|KCNJ15|CEACAM4|LRG1|PLAUR|STEAP4|LILRA5|GPR84|MMP19|ADAM8|LILRA6|CEBPD|LILRB3|VDR|TNFSF14|MXD1|SLC16A10|ANPEP|S100A8|TNFSF15|CEBPB|PHOSPHO1|CXCR1|IL1R2|IL18RAP|KCNJ15|PF4|IL1RL1|PPBP|NFE2|TUBB1|FCGR3B|APOBEC3A
PURG	3.1689951891246735	3.0	87.0	5|77|99	NCALD|ADD2|OLIG2|TNR|MMD2|FXYD6|DGKB|KCNQ2|OLIG1|MMP16|GRIA2|CACNG7|GNG4|BCAN|FAM131B|PTPRD|THSD7A|BCHE|PIANP|NOL4|LRRTM3|FRMPD1|ASIC4|NRXN2|SLIT1|DSCAM|NRXN1|CSMD1|SEZ6L|KCNA2|TMEM132B|ZNF704|NXPH3|XKR4|PURG|CNTNAP5|CADM2|ELAVL3|CSRNP3|LRRTM2|SOX8|BRSK2|NKAIN4|CDHR1|MPPED2|FLRT1|TMEM145|PRR36|ZDHHC22|NTRK3|NLGN3|LINGO1|CSPG5|MAP2|ADD2|FAM131B|SLIT1|ASCL1|FXYD6|ZNF704|NCAN|TMEM145|ZDHHC22|SLC24A3|NTRK3|COL28A1|MAST1|CACNG7|FAM181B|MAP2|WSCD1|BCAN|TRIL|LHFPL4|LRRTM2|TSHZ1|TRIM71|SOX6|EPHB1|ZFP69B|DLL3|SCN3A|TSPAN11|MYH7|FLRT1|MYCN|FBN3
FOXP1	3.156223797061489	4.0	102.0	15|17|96|114	EBF4|FOXK2|POU6F1|ZNF169|ZNF142|TP53AIP1|ZNF589|ZNF362|ZKSCAN8|ZNF782|PROX1|ADNP|PRDM2|ZNF70|ZNF774|ZNF605|TFAP2E|PRSS55|PRDM15|HES7|CYP3A43|ZFHX2|GTF2IRD1|ZNF785|GTF2IRD2|ZNF34|FXYD2|ZNF232|ZNF177|TCF7L1|DRD2|ZBED3|ZNF445|ZNF236|ZKSCAN3|HIC2|NFIX|ZNF514|PBX1|ZBTB39|SKOR1|SOX12|ITGA8|TBX18|ACTG2|C7|COL12A1|FBLN2|COL5A1|COL6A2|COL6A3|ASPN|COL1A1|DCN|ISLR|FHL2|CNN1|LUM|FAP|PCOLCE|P4HA3|FOXC2|STRA6|MEDAG|CFH|COL15A1|COL13A1|CTHRC1|LTBP2|CYP1B1|COL3A1|ADAMTS2|VGLL3|MGP|KDELR3|HIC1|PDGFRL|ITGBL1|COL1A2|HTRA3|TAGLN|INHBA|FOXC1|FOXC2|SFRP4|BPI|TBX18|PLA1A|C7|FBLN2|ALDH1A3|FIBCD1|CLIC5|LEF1|NMUR1|THSD7B|SOX17|SOX18|GLI1|ANO1|PTCH1|HEYL
ZNF254	3.1538521040724246	3.0	192.0	9|29|52	NR2C2|ZNF286A|ZNF354C|ZNF737|ZNF35|SP4|ZNF682|POU2F1|ZNF253|ZNF649|SMAD4|ZFP37|ZNF292|ZNF131|ZNF512|ZNF519|ZNF782|ZBTB10|ZFP90|SMAD5|ZNF454|ZC3H8|ZNF891|ZNF678|ZNF10|ZNF382|ZFP1|ZNF195|ZNF24|ZNF669|ZNF300|ZNF660|ZNF85|ZNF675|ZNF879|ZNF595|ZNF90|ZBTB8A|ZNF726|ZNF93|ZBTB26|ZSCAN26|PGBD1|ZSCAN9|ZNF852|MYBL1|ZNF286B|ZNF510|ZNF141|ZFP62|ZNF781|VEZF1|ZKSCAN7|ZNF69|ZNF491|ZNF43|ZNF197|TCF4|ZNF501|ZNF184|CREB1|ZSCAN23|ZNF850|ZNF620|ZNF250|ZSCAN16|ZNF84|ZBTB8B|ZNF486|ZNF397|ZNF66|ZNF429|PCDHGA1|ZNF770|ZNF280D|ZNF627|ATF2|ZNF880|ANKRD20A1|SMAD4|ZNF559|ZBTB6|ZNF540|ZBTB10|ZNF721|POU5F2|HES7|FOXN2|ZNF24|ZNF639|MYNN|ZNF75A|ZNF778|ZNF441|ZNF154|ZNF844|ZNF846|ZNF443|ZNF654|ZNF625|ZNF644|ZNF763|GABPA|ZFHX4|MYBL1|ZNF621|CEBPG|ZNF717|DCC|ZNF133|ZNF266|SMAD2|CREB1|ZNF850|ZBTB43|ZNF709|TOX|KCNT2|ZNF534|ZGLP1|CARF|ZNF823|ZNF799|ZNF140|DRD2|ZNF619|ZBTB20|ZNF563|ZNF333|ZNF345|ZNF714|CCDC144A|ZNF652|ZNF169|RLF|ZNF490|ZNF157|ZFP28|MGA|ZNF433|SMAD5|ELK4|GTF2IRD2|ZSCAN32|ZBTB37|NFXL1|ZNF684|HEY1|ZNF148|ZNF565|NR2C1|ZNF268|ZNF544|SP3|ZNF564|RFX7|PURA|PROX1|UBP1|ZNF337|ZNF792|GLRA4|ZNF808|ZNF516|FOXJ3|ZNF484|ZBTB11|ZNF23|ZNF77|ZNF320|ZNF708|EFHB|ZBTB41|ZFP2|ZNF682|ZNF431|ZNF440|ZNF345|ZNF430|ZNF253|ZNF486|ZNF91|ZNF85|ZNF675|ZNF493|ZNF506|ZNF254|ZNF66|ZNF90|ZNF43|ZNF93|ZNF100
SOX4	3.137259986002327	4.0	144.0	19|21|73|78	KLHL4|HS3ST3A1|CPNE4|TEAD3|NPNT|RASEF|COL23A1|HABP2|ZBTB42|TGIF2|CMYA5|ZIC5|MSMP|PKIB|GPR37|SRPX|NETO2|WIPF3|SPRY4|EYA4|ADRA1D|LANCL3|NOS2|POU3F2|ETV5|MGARP|ETV4|CREB3L1|GAS1|SOCS2|BCAT1|DPP4|PSORS1C1|STAC|ZNF217|MEIS1|SALL4|GRB10|ARSJ|HS3ST3B1|DUSP4|C1QTNF1|RGS6|SLC16A11|TSTD1|POSTN|TRPM3|TBX2|KCTD14|DBX2|LAMA2|CREB5|ZDHHC23|PNPLA3|ACSS3|CNGA3|ZIC2|SATB2|JPH1|ADAMTS3|FAM78B|TMEM221|PLA2G5|SHROOM3|MT1E|ADAM33|PDGFD|HOPX|ADAMTS18|ALK|KCNF1|ZFP69B|NKAIN1|RCOR2|DCX|RGR|ZNF74|MYCN|FOXO6|GADD45G|ONECUT2|SOX11|VAX2|ZBTB12|TSHZ1|SOX4|SEMA5B|PATZ1|NEU4|TNFRSF13C|ZNF711|GPC2|CTCF|SOX6|ZNF821|DLL3|SCN3A|MEX3A|KLF12|F12|BMP8B|KLRC2|PODN|ELFN1|OXCT2|DLX5|EYA1|NPR3|BAMBI|FCRLA|MYO5B|ZNF469|CDH3|SAMD11|SLCO5A1|PDGFRA|ZEB2|ZFP69|PRSS35|RARB|RASL11B|COL11A1|SYT6|IGF2|GDNF|TFAP2A|SOX4|SEMA5B|PATZ1|RCOR2|DCX|ZNF711|GPC2|ZNF74|FOXO6|CCER2|XKR5|ZNF624|ZNF821|ONECUT2|SOX11|VAX2|ZBTB12|MEX3A
E2F4	3.056754980026144	1.0	13.0	122	ZBTB48|THAP11|USF1|ZNF511|ZSCAN20|ZKSCAN4|NRL|ZSCAN29|ESPNL|ZNF668|RFX5|PRDM2|E2F4
ASCL1	3.04865194381039	5.0	89.0	21|77|78|90|99	ZFP69B|NKAIN1|RCOR2|DCX|RGR|ZNF74|MYCN|FOXO6|GADD45G|ONECUT2|SOX11|VAX2|ZBTB12|TSHZ1|SOX4|SEMA5B|PATZ1|NEU4|TNFRSF13C|ZNF711|GPC2|CTCF|SOX6|ZNF821|DLL3|SCN3A|MEX3A|KLF12|ADD2|FAM131B|SLIT1|ASCL1|FXYD6|ZNF704|NCAN|TMEM145|ZDHHC22|SLC24A3|NTRK3|COL28A1|MAST1|CACNG7|FAM181B|MAP2|WSCD1|BCAN|TRIL|LHFPL4|LRRTM2|SOX4|SEMA5B|PATZ1|RCOR2|DCX|ZNF711|GPC2|ZNF74|FOXO6|CCER2|XKR5|ZNF624|ZNF821|ONECUT2|SOX11|VAX2|ZBTB12|MEX3A|SLITRK2|PKNOX2|GRIK3|RPE65|MYO16|LRRC4C|MEIS3|FLRT3|MEGF11|KCND2|TSHZ1|TRIM71|SOX6|EPHB1|ZFP69B|DLL3|SCN3A|TSPAN11|MYH7|FLRT1|MYCN|FBN3
ZBTB18	2.8807931989598266	2.0	50.0	10|115	NETO1|CRTAC1|ZC3H12B|KCNQ5|MACROD2|CNTN1|NALCN|ERBB4|USP43|AFF2|FGF9|FUT9|CSDC2|SGCD|DPP10|GALNT13|TRIM67|OTOGL|MCF2L2|ARPP21|KCNIP3|LUZP2|EFCAB5|FAM135B|PCDH7|GABBR2|TCEAL2|KCNH8|FGF12|CACNA1A|EPB41L4B|SLITRK1|DLGAP1|PHACTR3|ZFPM2|CDH20|SLITRK5|CSMD3|RPS6KA6|LRRTM1|LRRC10B|CLGN|ERICH3|CFAP74|VSTM5|AGBL4|GPR27|RNF175|KCNA5|CHRDL1
ZNF562	2.8390205913344393	2.0	91.0	8|59	ZNF627|ZNF333|ZNF611|ZNF160|ZNF430|ZNF121|ZNF766|ZNF83|ZNF558|ZNF765|ZNF433|ZNF470|ZNF550|ZNF440|ZNF561|ZNF136|ZNF587B|ZNF57|ZNF426|ZNF20|ZNF548|ZNF443|ZNF557|ZNF587|ZNF763|ZNF749|ZNF347|ZNF528|ZNF805|ZNF700|ZNF44|ZNF317|ZNF841|ZNF506|ZNF791|ZNF586|ZNF667|ZNF845|ZNF761|ZNF266|ZNF460|ZNF471|ZNF417|ZNF473|ZNF699|ZNF823|ZNF799|ZNF442|ZNF701|ZNF264|ZNF77|ZNF320|ZNF708|ZNF562|ZNF432|ZNF626|ZNF700|ZNF880|ZNF44|ZNF343|ZNF714|ZNF317|SYCE2|ZSCAN5A|ZNF121|ZNF490|ZNF791|ZNF101|ZNF667|ZFP28|ZSCAN22|ZNF558|MGA|ZNF792|ZNF470|ZGLP1|ZNF136|ZNF699|ZSCAN32|ZNF442|ZNF441|ZNF57|ZNF20|ZNF557|ZNF625|ZNF836|ZNF562|ZNF347|ZNF626|ZNF528|ZNF563
MEF2A	2.771582667316963	2.0	45.0	25|110	PTCHD4|SCN9A|SCG2|ESR2|SCN7A|INMT|DIRAS3|LMOD1|COL22A1|COL19A1|AZGP1|UCN2|BDNF|MCHR1|TRPM8|HTR4|AIRE|DHH|TGFA|IGF2BP2|ELMOD1|ZFX|SEC14L6|EDA2R|CPNE8|PCSK1|MUC12|GRIA1|RYR3|ZNF436|RGS17|NGFR|NPAS2|PTPRH|KLF3|MEF2A|GPR82|CREB3L2|AZGP1|PLAG1|ANKRD22|FAM177B|MMRN1|AHR|GLDN
ZNF324B	2.694351313829376	2.0	61.0	23|73	ZNF784|ZNF496|ZNF296|CC2D1A|ZSCAN5A|ZNF444|ZNF554|ZNF133|ERF|ZSCAN22|ZNF628|ZNF692|ZNF324|ZNF584|ZNF581|ZNF580|ZNF526|ZNF574|ZNF576|ZNF446|ZNF512B|ZSCAN32|ZNF414|ZNF341|ZBTB45|MYPOP|ZNF497|CIC|ZNF324B|WIZ|ZNF865|ZNF579|ZNF835|MZF1|F12|BMP8B|KLRC2|PODN|ELFN1|OXCT2|DLX5|EYA1|NPR3|BAMBI|FCRLA|MYO5B|ZNF469|CDH3|SAMD11|SLCO5A1|PDGFRA|ZEB2|ZFP69|PRSS35|RARB|RASL11B|COL11A1|SYT6|IGF2|GDNF|TFAP2A
E2F8	2.681566194084969	1.0	11.0	75	E2F2|ZNF367|MXD3|MYBL2|ASPM|E2F8|E2F1|TOP2A|DLGAP5|PBK|FOXM1
ZEB2	2.6749801029608338	3.0	237.0	2|66|73	PDE1A|CCSER1|EPHA10|NMNAT2|RIMBP2|SCN3B|KIF1A|KCNH1|FBXL16|PRKCB|KIAA0319|OPCML|KCNS1|SLC27A2|BRINP1|CCBE1|GALNT9|SMPD3|CRHBP|CPNE7|ADRA2C|RBFOX1|NPM2|LRFN2|GLB1L3|SLC7A14|NOS1|SRRM4|NEGR1|PPP1R1A|HOOK1|CHGB|CELF3|RELN|SOWAHB|SERPINI1|FBXO2|SAMD12|NAP1L2|RAB3C|SHANK2|PPP1R16B|UBE2QL1|SLC4A10|CCDC85A|GPR68|JPH4|ATCAY|DOK6|GRIN3A|CA4|STMN4|SYT16|GRM2|SCN2B|CDH8|CAMSAP3|PRDM8|GDA|SH3GL2|FGF13|GABRA2|RSPO2|CACNA2D3|CDH22|AJAP1|SNAP91|PNMA3|CDK5R1|C11orf87|ATP1A3|TENM2|GRIN2A|KIRREL3|DUSP26|ZNF831|RIMS2|VSTM2A|NECAB2|RUNDC3A|LRRC7|BSPRY|ELAVL4|SYN3|HS3ST2|WNT10B|PPP4R4|ADAMTS8|PDE2A|MYT1L|REPS2|STMN2|POU6F2|RGS7|CACNA2D2|TESPA1|STXBP6|LY6H|ERC2|PTPRN|SRRM3|PLCXD3|OLFM1|FRRS1L|CALN1|NECAB1|TAGLN3|GAD1|RGS4|CNTNAP2|NGEF|L1CAM|CNTN5|HECW1|CES4A|ISLR2|SEPTIN3|PNMA6A|GABRB3|DOC2B|KCNK9|CRHR1|ZFR2|ATRNL1|PAK3|OPRD1|GRIP1|RASGRF1|NEFH|SPTBN2|SHANK1|ELFN2|CCDC177|GRM7|AMPH|CDK5R2|SPRN|ZCCHC12|SNCA|SOWAHA|GRM1|NPTX1|HS6ST3|RIMS1|SHISA7|CDKL2|XKR7|CACNA1I|TMEM151B|RBP4|CNTN3|STXBP5L|GNAL|KCNJ9|NELL1|CELF5|ASPDH|PCLO|ADARB2|TBR1|MARCHF4|CYP4X1|ENTPD3|RUNDC3B|ACVR1C|MPP7|RTN4R|PTPRR|KSR2|STOX2|GDAP1L1|RTN4RL2|CAMK4|LHX6|MAGEE1|ANK3|PRKCZ|SNCG|GRIN2B|CACNA1E|DYNC1I1|PRRG3|BEX5|SLC26A8|CNTN4|CHRNB2|GRM5|KHDRBS2|MCF2|KCNH5|NRG3|PRPH2|CABP1|SSTR2|ANKS1B|SGSM1|COL26A1|RBPJ|ZNF281|AIM2|CALCRL|SKIL|FERMT1|ATOH8|ZEB2|ZNF189|ZNF695|ZNF560|ZBTB34|ZNF124|F12|BMP8B|KLRC2|PODN|ELFN1|OXCT2|DLX5|EYA1|NPR3|BAMBI|FCRLA|MYO5B|ZNF469|CDH3|SAMD11|SLCO5A1|PDGFRA|ZEB2|ZFP69|PRSS35|RARB|RASL11B|COL11A1|SYT6|IGF2|GDNF|TFAP2A
EBF1	2.6491853541457973	3.0	43.0	46|58|114	NTRK1|GSDMC|MFAP4|RORC|PLEKHG4B|GPR39|CLDN4|IRX3|CA3|WNT9A|KCP|SDK1|CILP2|TRABD2B|FIBCD1|CHIT1|ZBTB7C|HMCN2|ZBTB46|INSRR|TMEM132E|PROC|KCTD19|ELF2|TNK1|PKNOX1|TRIM7|ATP6V1C2|ZNF280B|TOX2|WNT9A|GLB1L2|FIBCD1|CLIC5|LEF1|NMUR1|THSD7B|SOX17|SOX18|GLI1|ANO1|PTCH1|HEYL
JUNB	2.645029861563482	2.0	36.0	24|86	CCL4|CSRNP1|KLF4|SRF|NR4A3|CREM|JUNB|EGR1|NR4A1|FOSB|CCL3|FOS|KLF6|RGS1|ATF3|EGR2|EGR3|NR4A2|JUN|GPR183|CSRNP1|KLF4|SRF|NR4A3|CREM|JUNB|EGR1|NR4A1|FOSB|FOS|KLF6|JDP2|RGS1|EGR2|EGR3|NR4A2
GRHL1	2.591997867906618	4.0	203.0	6|19|53|117	CHADL|C10orf90|ANO4|S1PR5|GPD1|GRM3|FAM178B|HCN2|HHIP|PLLP|NRIP2|SRCIN1|OR9A2|SYT9|CTNNA3|TRPV6|CD22|PDIA2|TRPM6|TMEM144|PAIP2B|PPP1R14A|DNAH17|ZNF536|USH1C|TLL2|RASGRF1|KLHL32|BOK|LRRC63|PRCD|EFHD1|HS3ST5|TP53TG5|CLDN11|PTGDS|SPAG6|TRPV5|JAKMIP3|CDH19|GPIHBP1|S100A1|FOLH1|SH3TC2|KANK4|SLCO1A2|EDIL3|ASPA|ENPP2|SLC24A2|GREM1|KLHL4|HS3ST3A1|CPNE4|TEAD3|NPNT|RASEF|COL23A1|HABP2|ZBTB42|TGIF2|CMYA5|ZIC5|MSMP|PKIB|GPR37|SRPX|NETO2|WIPF3|SPRY4|EYA4|ADRA1D|LANCL3|NOS2|POU3F2|ETV5|MGARP|ETV4|CREB3L1|GAS1|SOCS2|BCAT1|DPP4|PSORS1C1|STAC|ZNF217|MEIS1|SALL4|GRB10|ARSJ|HS3ST3B1|DUSP4|C1QTNF1|RGS6|SLC16A11|TSTD1|POSTN|TRPM3|TBX2|KCTD14|DBX2|LAMA2|CREB5|ZDHHC23|PNPLA3|ACSS3|CNGA3|ZIC2|SATB2|JPH1|ADAMTS3|FAM78B|TMEM221|PLA2G5|SHROOM3|MT1E|ADAM33|PDGFD|HOPX|ADAMTS18|ALK|KCNF1|EBF4|FOXK2|ZNF496|ZNF296|ZNF517|ZNF142|TCF3|ZNF7|ZNF362|ZNF692|ZNF774|ZBTB40|ZNF2|ZBTB49|ZSCAN20|ZNF202|ZNF384|ZNF740|ZNF687|ZNF232|ZNF625|ZNF514|ZBTB39|MEF2B|POU6F1|HINFP|ZNF623|SYCE2|ZNF500|TCF7L2|ZNF337|ZNF70|TFAP2E|GLRA4|PRDM15|SP2|ZFHX2|GTF2IRD1|ZNF785|ZNF34|ZNF174|NFYC|FGF17|ZNF341|ZNF251|TCF7L1|ZBED3|ZNF696|ZNF16|IKZF4|ZNF236|HIC2|GLI4|NFIX|NFATC3|TFAP4|SKOR1|SOX12|RBPJ|GLRA4|PCDHA1|POU6F1|TFDP2|SCUBE2|ZNF274|GDF7|FERMT1|SMOC1|TRAM1L1|TCF7L1|CRLF1|SLC16A7|ZHX2|VEPH1|ZKSCAN8|ZNF239|ZKSCAN3|ZNF560|DLX5|MYCL|DCT
FOXM1	2.481517925233531	1.0	11.0	75	E2F2|ZNF367|MXD3|MYBL2|ASPM|E2F8|E2F1|TOP2A|DLGAP5|PBK|FOXM1
THAP11	2.466146481293657	2.0	29.0	50|122	ZBTB3|THAP11|ZNF511|CTCF|CREB3L4|ZNF219|ZBTB14|NRL|ZNF689|ZSCAN29|ZNF48|ZNF32|ZNF239|ZNF688|KLF13|ZSCAN2|ZBTB48|THAP11|USF1|ZNF511|ZSCAN20|ZKSCAN4|NRL|ZSCAN29|ESPNL|ZNF668|RFX5|PRDM2|E2F4
ZNF711	2.465512247894566	2.0	40.0	21|99	ZFP69B|NKAIN1|RCOR2|DCX|RGR|ZNF74|MYCN|FOXO6|GADD45G|ONECUT2|SOX11|VAX2|ZBTB12|TSHZ1|SOX4|SEMA5B|PATZ1|NEU4|TNFRSF13C|ZNF711|GPC2|CTCF|SOX6|ZNF821|DLL3|SCN3A|MEX3A|KLF12|TSHZ1|TRIM71|SOX6|EPHB1|ZFP69B|DLL3|SCN3A|TSPAN11|MYH7|FLRT1|MYCN|FBN3
ZHX3	2.464520658984307	1.0	15.0	85	SKIDA1|ZHX3|GSG1L|KLF15|NKAIN3|ACSBG1|DGKG|SOX9|ESRRG|COL28A1|MT3|NPAS3|GRIK1|EMILIN3|TRIL
